,WordForm,LemmaCase,Frequency,Cues,Outcomes
832,ki{u,ki{a_acc_Sg,83,"('#k', 'ki', 'i{', '{u', 'u#')","('ki{a', 'acc', 'Sg')"
833,ki{om,ki{a_ins_Sg,63,"('#k', 'ki', 'i{', '{o', 'om', 'm#')","('ki{a', 'ins', 'Sg')"
834,ki{i,ki{a_loc_Sg,41,"('#k', 'ki', 'i{', '{i', 'i#')","('ki{a', 'loc', 'Sg')"
835,ki{e,ki{a_nom_Pl,200,"('#k', 'ki', 'i{', '{e', 'e#')","('ki{a', 'nom', 'Pl')"
836,ki{a,ki{a_gen_Pl,50,"('#k', 'ki', 'i{', '{a', 'a#')","('ki{a', 'gen', 'Pl')"
837,ki{ama,ki{a_dat_Pl,1,"('#k', 'ki', 'i{', '{a', 'am', 'ma', 'a#')","('ki{a', 'dat', 'Pl')"
838,ki{e,ki{a_acc_Pl,44,"('#k', 'ki', 'i{', '{e', 'e#')","('ki{a', 'acc', 'Pl')"
839,ki{ama,ki{a_ins_Pl,22,"('#k', 'ki', 'i{', '{a', 'am', 'ma', 'a#')","('ki{a', 'ins', 'Pl')"
840,ki{ama,ki{a_loc_Pl,111,"('#k', 'ki', 'i{', '{a', 'am', 'ma', 'a#')","('ki{a', 'loc', 'Pl')"
841,klub,klub_nom_Sg,23,"('#k', 'kl', 'lu', 'ub', 'b#')","('klub', 'nom', 'Sg')"
842,kluba,klub_gen_Sg,42,"('#k', 'kl', 'lu', 'ub', 'ba', 'a#')","('klub', 'gen', 'Sg')"
843,klubu,klub_dat_Sg,2,"('#k', 'kl', 'lu', 'ub', 'bu', 'u#')","('klub', 'dat', 'Sg')"
844,klub,klub_acc_Sg,5,"('#k', 'kl', 'lu', 'ub', 'b#')","('klub', 'acc', 'Sg')"
845,klubom,klub_ins_Sg,2,"('#k', 'kl', 'lu', 'ub', 'bo', 'om', 'm#')","('klub', 'ins', 'Sg')"
846,klubu,klub_loc_Sg,15,"('#k', 'kl', 'lu', 'ub', 'bu', 'u#')","('klub', 'loc', 'Sg')"
847,klubovi,klub_nom_Pl,16,"('#k', 'kl', 'lu', 'ub', 'bo', 'ov', 'vi', 'i#')","('klub', 'nom', 'Pl')"
848,klubova,klub_gen_Pl,27,"('#k', 'kl', 'lu', 'ub', 'bo', 'ov', 'va', 'a#')","('klub', 'gen', 'Pl')"
849,klubovima,klub_dat_Pl,3,"('#k', 'kl', 'lu', 'ub', 'bo', 'ov', 'vi', 'im', 'ma', 'a#')","('klub', 'dat', 'Pl')"
850,klubove,klub_acc_Pl,4,"('#k', 'kl', 'lu', 'ub', 'bo', 'ov', 've', 'e#')","('klub', 'acc', 'Pl')"
851,klubovima,klub_ins_Pl,2,"('#k', 'kl', 'lu', 'ub', 'bo', 'ov', 'vi', 'im', 'ma', 'a#')","('klub', 'ins', 'Pl')"
852,klubovima,klub_loc_Pl,2,"('#k', 'kl', 'lu', 'ub', 'bo', 'ov', 'vi', 'im', 'ma', 'a#')","('klub', 'loc', 'Pl')"
853,kolo,kolo_nom_Sg,88,"('#k', 'ko', 'ol', 'lo', 'o#')","('kolo', 'nom', 'Sg')"
854,kola,kolo_gen_Sg,61,"('#k', 'ko', 'ol', 'la', 'a#')","('kolo', 'gen', 'Sg')"
855,kolu,kolo_dat_Sg,2,"('#k', 'ko', 'ol', 'lu', 'u#')","('kolo', 'dat', 'Sg')"
856,kolo,kolo_acc_Sg,65,"('#k', 'ko', 'ol', 'lo', 'o#')","('kolo', 'acc', 'Sg')"
857,kolom,kolo_ins_Sg,13,"('#k', 'ko', 'ol', 'lo', 'om', 'm#')","('kolo', 'ins', 'Sg')"
858,kolu,kolo_loc_Sg,72,"('#k', 'ko', 'ol', 'lu', 'u#')","('kolo', 'loc', 'Sg')"
859,kola,kolo_nom_Pl,12,"('#k', 'ko', 'ol', 'la', 'a#')","('kolo', 'nom', 'Pl')"
860,kola,kolo_gen_Pl,16,"('#k', 'ko', 'ol', 'la', 'a#')","('kolo', 'gen', 'Pl')"
861,kolima,kolo_dat_Pl,1,"('#k', 'ko', 'ol', 'li', 'im', 'ma', 'a#')","('kolo', 'dat', 'Pl')"
862,kola,kolo_acc_Pl,11,"('#k', 'ko', 'ol', 'la', 'a#')","('kolo', 'acc', 'Pl')"
863,kolima,kolo_ins_Pl,3,"('#k', 'ko', 'ol', 'li', 'im', 'ma', 'a#')","('kolo', 'ins', 'Pl')"
864,kolima,kolo_loc_Pl,4,"('#k', 'ko', 'ol', 'li', 'im', 'ma', 'a#')","('kolo', 'loc', 'Pl')"
865,komisija,komisija_nom_Sg,144,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'ja', 'a#')","('komisija', 'nom', 'Sg')"
866,komisije,komisija_gen_Sg,146,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'je', 'e#')","('komisija', 'gen', 'Sg')"
867,komisiji,komisija_dat_Sg,24,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'ji', 'i#')","('komisija', 'dat', 'Sg')"
868,komisiju,komisija_acc_Sg,22,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'ju', 'u#')","('komisija', 'acc', 'Sg')"
869,komisijom,komisija_ins_Sg,9,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'jo', 'om', 'm#')","('komisija', 'ins', 'Sg')"
870,komisiji,komisija_loc_Sg,5,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'ji', 'i#')","('komisija', 'loc', 'Sg')"
871,komisije,komisija_nom_Pl,37,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'je', 'e#')","('komisija', 'nom', 'Pl')"
872,komisija,komisija_gen_Pl,21,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'ja', 'a#')","('komisija', 'gen', 'Pl')"
873,komisijama,komisija_dat_Pl,4,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'ja', 'am', 'ma', 'a#')","('komisija', 'dat', 'Pl')"
874,komisije,komisija_acc_Pl,7,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'je', 'e#')","('komisija', 'acc', 'Pl')"
875,komisijama,komisija_ins_Pl,2,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'ja', 'am', 'ma', 'a#')","('komisija', 'ins', 'Pl')"
876,komisijama,komisija_loc_Pl,5,"('#k', 'ko', 'om', 'mi', 'is', 'si', 'ij', 'ja', 'am', 'ma', 'a#')","('komisija', 'loc', 'Pl')"
877,korak,korak_nom_Sg,184,"('#k', 'ko', 'or', 'ra', 'ak', 'k#')","('korak', 'nom', 'Sg')"
878,koraka,korak_gen_Sg,45,"('#k', 'ko', 'or', 'ra', 'ak', 'ka', 'a#')","('korak', 'gen', 'Sg')"
879,koraku,korak_dat_Sg,3,"('#k', 'ko', 'or', 'ra', 'ak', 'ku', 'u#')","('korak', 'dat', 'Sg')"
880,korak,korak_acc_Sg,153,"('#k', 'ko', 'or', 'ra', 'ak', 'k#')","('korak', 'acc', 'Sg')"
881,korakom,korak_ins_Sg,97,"('#k', 'ko', 'or', 'ra', 'ak', 'ko', 'om', 'm#')","('korak', 'ins', 'Sg')"
882,koraku,korak_loc_Sg,42,"('#k', 'ko', 'or', 'ra', 'ak', 'ku', 'u#')","('korak', 'loc', 'Sg')"
883,koraci,korak_nom_Pl,162,"('#k', 'ko', 'or', 'ra', 'ac', 'ci', 'i#')","('korak', 'nom', 'Pl')"
884,koraka,korak_gen_Pl,124,"('#k', 'ko', 'or', 'ra', 'ak', 'ka', 'a#')","('korak', 'gen', 'Pl')"
885,koracima,korak_dat_Pl,2,"('#k', 'ko', 'or', 'ra', 'ac', 'ci', 'im', 'ma', 'a#')","('korak', 'dat', 'Pl')"
886,korake,korak_acc_Pl,115,"('#k', 'ko', 'or', 'ra', 'ak', 'ke', 'e#')","('korak', 'acc', 'Pl')"
887,koracima,korak_ins_Pl,46,"('#k', 'ko', 'or', 'ra', 'ac', 'ci', 'im', 'ma', 'a#')","('korak', 'ins', 'Pl')"
888,koracima,korak_loc_Pl,7,"('#k', 'ko', 'or', 'ra', 'ac', 'ci', 'im', 'ma', 'a#')","('korak', 'loc', 'Pl')"
889,kow,kow_nom_Sg,65,"('#k', 'ko', 'ow', 'w#')","('kow', 'nom', 'Sg')"
890,kowa,kow_gen_Sg,34,"('#k', 'ko', 'ow', 'wa', 'a#')","('kow', 'gen', 'Sg')"
891,kowu,kow_dat_Sg,7,"('#k', 'ko', 'ow', 'wu', 'u#')","('kow', 'dat', 'Sg')"
892,kowa,kow_acc_Sg,51,"('#k', 'ko', 'ow', 'wa', 'a#')","('kow', 'acc', 'Sg')"
893,kowem,kow_ins_Sg,5,"('#k', 'ko', 'ow', 'we', 'em', 'm#')","('kow', 'ins', 'Sg')"
894,kowu,kow_loc_Sg,31,"('#k', 'ko', 'ow', 'wu', 'u#')","('kow', 'loc', 'Sg')"
895,kowi,kow_nom_Pl,102,"('#k', 'ko', 'ow', 'wi', 'i#')","('kow', 'nom', 'Pl')"
896,kowa,kow_gen_Pl,62,"('#k', 'ko', 'ow', 'wa', 'a#')","('kow', 'gen', 'Pl')"
897,kowima,kow_dat_Pl,5,"('#k', 'ko', 'ow', 'wi', 'im', 'ma', 'a#')","('kow', 'dat', 'Pl')"
898,kowe,kow_acc_Pl,62,"('#k', 'ko', 'ow', 'we', 'e#')","('kow', 'acc', 'Pl')"
899,kowima,kow_ins_Pl,9,"('#k', 'ko', 'ow', 'wi', 'im', 'ma', 'a#')","('kow', 'ins', 'Pl')"
900,kowima,kow_loc_Pl,10,"('#k', 'ko', 'ow', 'wi', 'im', 'ma', 'a#')","('kow', 'loc', 'Pl')"
901,kraj,kraj_nom_Sg,147,"('#k', 'kr', 'ra', 'aj', 'j#')","('kraj', 'nom', 'Sg')"
902,kraja,kraj_gen_Sg,364,"('#k', 'kr', 'ra', 'aj', 'ja', 'a#')","('kraj', 'gen', 'Sg')"
903,kraju,kraj_dat_Sg,40,"('#k', 'kr', 'ra', 'aj', 'ju', 'u#')","('kraj', 'dat', 'Sg')"
904,kraj,kraj_acc_Sg,172,"('#k', 'kr', 'ra', 'aj', 'j#')","('kraj', 'acc', 'Sg')"
905,krajem,kraj_ins_Sg,39,"('#k', 'kr', 'ra', 'aj', 'je', 'em', 'm#')","('kraj', 'ins', 'Sg')"
906,kraju,kraj_loc_Sg,301,"('#k', 'kr', 'ra', 'aj', 'ju', 'u#')","('kraj', 'loc', 'Sg')"
907,krajevi,kraj_nom_Pl,10,"('#k', 'kr', 'ra', 'aj', 'je', 'ev', 'vi', 'i#')","('kraj', 'nom', 'Pl')"
908,krajeva,kraj_gen_Pl,35,"('#k', 'kr', 'ra', 'aj', 'je', 'ev', 'va', 'a#')","('kraj', 'gen', 'Pl')"
909,krajevima,kraj_dat_Pl,1,"('#k', 'kr', 'ra', 'aj', 'je', 'ev', 'vi', 'im', 'ma', 'a#')","('kraj', 'dat', 'Pl')"
910,krajeve,kraj_acc_Pl,41,"('#k', 'kr', 'ra', 'aj', 'je', 'ev', 've', 'e#')","('kraj', 'acc', 'Pl')"
911,krajevima,kraj_ins_Pl,2,"('#k', 'kr', 'ra', 'aj', 'je', 'ev', 'vi', 'im', 'ma', 'a#')","('kraj', 'ins', 'Pl')"
912,krajevima,kraj_loc_Pl,27,"('#k', 'kr', 'ra', 'aj', 'je', 'ev', 'vi', 'im', 'ma', 'a#')","('kraj', 'loc', 'Pl')"
913,krilo,krilo_nom_Sg,103,"('#k', 'kr', 'ri', 'il', 'lo', 'o#')","('krilo', 'nom', 'Sg')"
914,krila,krilo_gen_Sg,53,"('#k', 'kr', 'ri', 'il', 'la', 'a#')","('krilo', 'gen', 'Sg')"
915,krilu,krilo_dat_Sg,6,"('#k', 'kr', 'ri', 'il', 'lu', 'u#')","('krilo', 'dat', 'Sg')"
916,krilo,krilo_acc_Sg,128,"('#k', 'kr', 'ri', 'il', 'lo', 'o#')","('krilo', 'acc', 'Sg')"
917,krilom,krilo_ins_Sg,72,"('#k', 'kr', 'ri', 'il', 'lo', 'om', 'm#')","('krilo', 'ins', 'Sg')"
918,krilu,krilo_loc_Sg,122,"('#k', 'kr', 'ri', 'il', 'lu', 'u#')","('krilo', 'loc', 'Sg')"
919,krila,krilo_nom_Pl,151,"('#k', 'kr', 'ri', 'il', 'la', 'a#')","('krilo', 'nom', 'Pl')"
920,krila,krilo_gen_Pl,134,"('#k', 'kr', 'ri', 'il', 'la', 'a#')","('krilo', 'gen', 'Pl')"
921,krilima,krilo_dat_Pl,5,"('#k', 'kr', 'ri', 'il', 'li', 'im', 'ma', 'a#')","('krilo', 'dat', 'Pl')"
922,krila,krilo_acc_Pl,205,"('#k', 'kr', 'ri', 'il', 'la', 'a#')","('krilo', 'acc', 'Pl')"
923,krilima,krilo_ins_Pl,105,"('#k', 'kr', 'ri', 'il', 'li', 'im', 'ma', 'a#')","('krilo', 'ins', 'Pl')"
924,krilima,krilo_loc_Pl,50,"('#k', 'kr', 'ri', 'il', 'li', 'im', 'ma', 'a#')","('krilo', 'loc', 'Pl')"
925,krov,krov_nom_Sg,60,"('#k', 'kr', 'ro', 'ov', 'v#')","('krov', 'nom', 'Sg')"
926,krova,krov_gen_Sg,145,"('#k', 'kr', 'ro', 'ov', 'va', 'a#')","('krov', 'gen', 'Sg')"
927,krovu,krov_dat_Sg,4,"('#k', 'kr', 'ro', 'ov', 'vu', 'u#')","('krov', 'dat', 'Sg')"
928,krov,krov_acc_Sg,73,"('#k', 'kr', 'ro', 'ov', 'v#')","('krov', 'acc', 'Sg')"
929,krovom,krov_ins_Sg,69,"('#k', 'kr', 'ro', 'ov', 'vo', 'om', 'm#')","('krov', 'ins', 'Sg')"
930,krovu,krov_loc_Sg,62,"('#k', 'kr', 'ro', 'ov', 'vu', 'u#')","('krov', 'loc', 'Sg')"
931,krovovi,krov_nom_Pl,51,"('#k', 'kr', 'ro', 'ov', 'vo', 'ov', 'vi', 'i#')","('krov', 'nom', 'Pl')"
932,krovova,krov_gen_Pl,77,"('#k', 'kr', 'ro', 'ov', 'vo', 'ov', 'va', 'a#')","('krov', 'gen', 'Pl')"
933,krovovima,krov_dat_Pl,2,"('#k', 'kr', 'ro', 'ov', 'vo', 'ov', 'vi', 'im', 'ma', 'a#')","('krov', 'dat', 'Pl')"
934,krovove,krov_acc_Pl,47,"('#k', 'kr', 'ro', 'ov', 'vo', 'ov', 've', 'e#')","('krov', 'acc', 'Pl')"
935,krovovima,krov_ins_Pl,30,"('#k', 'kr', 'ro', 'ov', 'vo', 'ov', 'vi', 'im', 'ma', 'a#')","('krov', 'ins', 'Pl')"
936,krovovima,krov_loc_Pl,26,"('#k', 'kr', 'ro', 'ov', 'vo', 'ov', 'vi', 'im', 'ma', 'a#')","('krov', 'loc', 'Pl')"
937,krug,krug_nom_Sg,91,"('#k', 'kr', 'ru', 'ug', 'g#')","('krug', 'nom', 'Sg')"
938,kruga,krug_gen_Sg,84,"('#k', 'kr', 'ru', 'ug', 'ga', 'a#')","('krug', 'gen', 'Sg')"
939,krugu,krug_dat_Sg,6,"('#k', 'kr', 'ru', 'ug', 'gu', 'u#')","('krug', 'dat', 'Sg')"
940,krug,krug_acc_Sg,99,"('#k', 'kr', 'ru', 'ug', 'g#')","('krug', 'acc', 'Sg')"
941,krugom,krug_ins_Sg,34,"('#k', 'kr', 'ru', 'ug', 'go', 'om', 'm#')","('krug', 'ins', 'Sg')"
942,krugu,krug_loc_Sg,105,"('#k', 'kr', 'ru', 'ug', 'gu', 'u#')","('krug', 'loc', 'Sg')"
943,krugovi,krug_nom_Pl,56,"('#k', 'kr', 'ru', 'ug', 'go', 'ov', 'vi', 'i#')","('krug', 'nom', 'Pl')"
944,krugova,krug_gen_Pl,57,"('#k', 'kr', 'ru', 'ug', 'go', 'ov', 'va', 'a#')","('krug', 'gen', 'Pl')"
945,krugovima,krug_dat_Pl,1,"('#k', 'kr', 'ru', 'ug', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('krug', 'dat', 'Pl')"
946,krugove,krug_acc_Pl,14,"('#k', 'kr', 'ru', 'ug', 'go', 'ov', 've', 'e#')","('krug', 'acc', 'Pl')"
947,krugovima,krug_ins_Pl,4,"('#k', 'kr', 'ru', 'ug', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('krug', 'ins', 'Pl')"
948,krugovima,krug_loc_Pl,81,"('#k', 'kr', 'ru', 'ug', 'go', 'ov', 'vi', 'im', 'ma', 'a#')","('krug', 'loc', 'Pl')"
949,ku}a,ku}a_nom_Sg,286,"('#k', 'ku', 'u}', '}a', 'a#')","('ku}a', 'nom', 'Sg')"
950,ku}e,ku}a_gen_Sg,296,"('#k', 'ku', 'u}', '}e', 'e#')","('ku}a', 'gen', 'Sg')"
951,ku}i,ku}a_dat_Sg,135,"('#k', 'ku', 'u}', '}i', 'i#')","('ku}a', 'dat', 'Sg')"
952,ku}u,ku}a_acc_Sg,245,"('#k', 'ku', 'u}', '}u', 'u#')","('ku}a', 'acc', 'Sg')"
953,ku}om,ku}a_ins_Sg,73,"('#k', 'ku', 'u}', '}o', 'om', 'm#')","('ku}a', 'ins', 'Sg')"
954,ku}i,ku}a_loc_Sg,152,"('#k', 'ku', 'u}', '}i', 'i#')","('ku}a', 'loc', 'Sg')"
955,ku}e,ku}a_nom_Pl,136,"('#k', 'ku', 'u}', '}e', 'e#')","('ku}a', 'nom', 'Pl')"
956,ku}a,ku}a_gen_Pl,183,"('#k', 'ku', 'u}', '}a', 'a#')","('ku}a', 'gen', 'Pl')"
957,ku}ama,ku}a_dat_Pl,25,"('#k', 'ku', 'u}', '}a', 'am', 'ma', 'a#')","('ku}a', 'dat', 'Pl')"
958,ku}e,ku}a_acc_Pl,84,"('#k', 'ku', 'u}', '}e', 'e#')","('ku}a', 'acc', 'Pl')"
959,ku}ama,ku}a_ins_Pl,12,"('#k', 'ku', 'u}', '}a', 'am', 'ma', 'a#')","('ku}a', 'ins', 'Pl')"
960,ku}ama,ku}a_loc_Pl,43,"('#k', 'ku', 'u}', '}a', 'am', 'ma', 'a#')","('ku}a', 'loc', 'Pl')"
961,kula,kula_nom_Sg,18,"('#k', 'ku', 'ul', 'la', 'a#')","('kula', 'nom', 'Sg')"
962,kule,kula_gen_Sg,26,"('#k', 'ku', 'ul', 'le', 'e#')","('kula', 'gen', 'Sg')"
963,kuli,kula_dat_Sg,2,"('#k', 'ku', 'ul', 'li', 'i#')","('kula', 'dat', 'Sg')"
964,kulu,kula_acc_Sg,10,"('#k', 'ku', 'ul', 'lu', 'u#')","('kula', 'acc', 'Sg')"
965,kulom,kula_ins_Sg,2,"('#k', 'ku', 'ul', 'lo', 'om', 'm#')","('kula', 'ins', 'Sg')"
966,kuli,kula_loc_Sg,23,"('#k', 'ku', 'ul', 'li', 'i#')","('kula', 'loc', 'Sg')"
967,kule,kula_nom_Pl,24,"('#k', 'ku', 'ul', 'le', 'e#')","('kula', 'nom', 'Pl')"
968,kula,kula_gen_Pl,22,"('#k', 'ku', 'ul', 'la', 'a#')","('kula', 'gen', 'Pl')"
969,kulama,kula_dat_Pl,1,"('#k', 'ku', 'ul', 'la', 'am', 'ma', 'a#')","('kula', 'dat', 'Pl')"
970,kule,kula_acc_Pl,16,"('#k', 'ku', 'ul', 'le', 'e#')","('kula', 'acc', 'Pl')"
971,kulama,kula_ins_Pl,3,"('#k', 'ku', 'ul', 'la', 'am', 'ma', 'a#')","('kula', 'ins', 'Pl')"
972,kulama,kula_loc_Pl,4,"('#k', 'ku', 'ul', 'la', 'am', 'ma', 'a#')","('kula', 'loc', 'Pl')"
973,kwiga,kwiga_nom_Sg,104,"('#k', 'kw', 'wi', 'ig', 'ga', 'a#')","('kwiga', 'nom', 'Sg')"
974,kwige,kwiga_gen_Sg,94,"('#k', 'kw', 'wi', 'ig', 'ge', 'e#')","('kwiga', 'gen', 'Sg')"
975,kwizi,kwiga_dat_Sg,4,"('#k', 'kw', 'wi', 'iz', 'zi', 'i#')","('kwiga', 'dat', 'Sg')"
976,kwigu,kwiga_acc_Sg,94,"('#k', 'kw', 'wi', 'ig', 'gu', 'u#')","('kwiga', 'acc', 'Sg')"
977,kwigom,kwiga_ins_Sg,32,"('#k', 'kw', 'wi', 'ig', 'go', 'om', 'm#')","('kwiga', 'ins', 'Sg')"
978,kwizi,kwiga_loc_Sg,41,"('#k', 'kw', 'wi', 'iz', 'zi', 'i#')","('kwiga', 'loc', 'Sg')"
979,kwige,kwiga_nom_Pl,62,"('#k', 'kw', 'wi', 'ig', 'ge', 'e#')","('kwiga', 'nom', 'Pl')"
980,kwiga,kwiga_gen_Pl,81,"('#k', 'kw', 'wi', 'ig', 'ga', 'a#')","('kwiga', 'gen', 'Pl')"
981,kwigama,kwiga_dat_Pl,3,"('#k', 'kw', 'wi', 'ig', 'ga', 'am', 'ma', 'a#')","('kwiga', 'dat', 'Pl')"
982,kwige,kwiga_acc_Pl,95,"('#k', 'kw', 'wi', 'ig', 'ge', 'e#')","('kwiga', 'acc', 'Pl')"
983,kwigama,kwiga_ins_Pl,15,"('#k', 'kw', 'wi', 'ig', 'ga', 'am', 'ma', 'a#')","('kwiga', 'ins', 'Pl')"
984,kwigama,kwiga_loc_Pl,17,"('#k', 'kw', 'wi', 'ig', 'ga', 'am', 'ma', 'a#')","('kwiga', 'loc', 'Pl')"
985,la|a,la|a_nom_Sg,87,"('#l', 'la', 'a|', '|a', 'a#')","('la|a', 'nom', 'Sg')"
986,la|e,la|a_gen_Sg,44,"('#l', 'la', 'a|', '|e', 'e#')","('la|a', 'gen', 'Sg')"
987,la|i,la|a_dat_Sg,3,"('#l', 'la', 'a|', '|i', 'i#')","('la|a', 'dat', 'Sg')"
988,la|u,la|a_acc_Sg,24,"('#l', 'la', 'a|', '|u', 'u#')","('la|a', 'acc', 'Sg')"
989,la|om,la|a_ins_Sg,8,"('#l', 'la', 'a|', '|o', 'om', 'm#')","('la|a', 'ins', 'Sg')"
990,la|i,la|a_loc_Sg,17,"('#l', 'la', 'a|', '|i', 'i#')","('la|a', 'loc', 'Sg')"
991,la|e,la|a_nom_Pl,71,"('#l', 'la', 'a|', '|e', 'e#')","('la|a', 'nom', 'Pl')"
992,la|a,la|a_gen_Pl,23,"('#l', 'la', 'a|', '|a', 'a#')","('la|a', 'gen', 'Pl')"
993,la|ama,la|a_dat_Pl,2,"('#l', 'la', 'a|', '|a', 'am', 'ma', 'a#')","('la|a', 'dat', 'Pl')"
994,la|e,la|a_acc_Pl,31,"('#l', 'la', 'a|', '|e', 'e#')","('la|a', 'acc', 'Pl')"
995,la|ama,la|a_ins_Pl,1,"('#l', 'la', 'a|', '|a', 'am', 'ma', 'a#')","('la|a', 'ins', 'Pl')"
996,la|ama,la|a_loc_Pl,3,"('#l', 'la', 'a|', '|a', 'am', 'ma', 'a#')","('la|a', 'loc', 'Pl')"
997,lasta,lasta_nom_Sg,55,"('#l', 'la', 'as', 'st', 'ta', 'a#')","('lasta', 'nom', 'Sg')"
998,laste,lasta_gen_Sg,22,"('#l', 'la', 'as', 'st', 'te', 'e#')","('lasta', 'gen', 'Sg')"
999,lasti,lasta_dat_Sg,8,"('#l', 'la', 'as', 'st', 'ti', 'i#')","('lasta', 'dat', 'Sg')"
1000,lastu,lasta_acc_Sg,15,"('#l', 'la', 'as', 'st', 'tu', 'u#')","('lasta', 'acc', 'Sg')"
1001,lastom,lasta_ins_Sg,9,"('#l', 'la', 'as', 'st', 'to', 'om', 'm#')","('lasta', 'ins', 'Sg')"
1002,lasti,lasta_loc_Sg,3,"('#l', 'la', 'as', 'st', 'ti', 'i#')","('lasta', 'loc', 'Sg')"
1003,laste,lasta_nom_Pl,86,"('#l', 'la', 'as', 'st', 'te', 'e#')","('lasta', 'nom', 'Pl')"
1004,lasta,lasta_gen_Pl,15,"('#l', 'la', 'as', 'st', 'ta', 'a#')","('lasta', 'gen', 'Pl')"
1005,lastama,lasta_dat_Pl,3,"('#l', 'la', 'as', 'st', 'ta', 'am', 'ma', 'a#')","('lasta', 'dat', 'Pl')"
1006,laste,lasta_acc_Pl,20,"('#l', 'la', 'as', 'st', 'te', 'e#')","('lasta', 'acc', 'Pl')"
1007,lastama,lasta_ins_Pl,4,"('#l', 'la', 'as', 'st', 'ta', 'am', 'ma', 'a#')","('lasta', 'ins', 'Pl')"
1008,lastama,lasta_loc_Pl,1,"('#l', 'la', 'as', 'st', 'ta', 'am', 'ma', 'a#')","('lasta', 'loc', 'Pl')"
1009,lekar,lekar_nom_Sg,47,"('#l', 'le', 'ek', 'ka', 'ar', 'r#')","('lekar', 'nom', 'Sg')"
1010,lekara,lekar_gen_Sg,25,"('#l', 'le', 'ek', 'ka', 'ar', 'ra', 'a#')","('lekar', 'gen', 'Sg')"
1011,lekaru,lekar_dat_Sg,9,"('#l', 'le', 'ek', 'ka', 'ar', 'ru', 'u#')","('lekar', 'dat', 'Sg')"
1012,lekara,lekar_acc_Sg,17,"('#l', 'le', 'ek', 'ka', 'ar', 'ra', 'a#')","('lekar', 'acc', 'Sg')"
1013,lekarom,lekar_ins_Sg,1,"('#l', 'le', 'ek', 'ka', 'ar', 'ro', 'om', 'm#')","('lekar', 'ins', 'Sg')"
1014,lekaru,lekar_loc_Sg,1,"('#l', 'le', 'ek', 'ka', 'ar', 'ru', 'u#')","('lekar', 'loc', 'Sg')"
1015,lekari,lekar_nom_Pl,30,"('#l', 'le', 'ek', 'ka', 'ar', 'ri', 'i#')","('lekar', 'nom', 'Pl')"
1016,lekara,lekar_gen_Pl,31,"('#l', 'le', 'ek', 'ka', 'ar', 'ra', 'a#')","('lekar', 'gen', 'Pl')"
1017,lekarima,lekar_dat_Pl,6,"('#l', 'le', 'ek', 'ka', 'ar', 'ri', 'im', 'ma', 'a#')","('lekar', 'dat', 'Pl')"
1018,lekare,lekar_acc_Pl,6,"('#l', 'le', 'ek', 'ka', 'ar', 're', 'e#')","('lekar', 'acc', 'Pl')"
1019,lekarima,lekar_ins_Pl,3,"('#l', 'le', 'ek', 'ka', 'ar', 'ri', 'im', 'ma', 'a#')","('lekar', 'ins', 'Pl')"
1020,lekarima,lekar_loc_Pl,1,"('#l', 'le', 'ek', 'ka', 'ar', 'ri', 'im', 'ma', 'a#')","('lekar', 'loc', 'Pl')"
1021,lepota,lepota_nom_Sg,106,"('#l', 'le', 'ep', 'po', 'ot', 'ta', 'a#')","('lepota', 'nom', 'Sg')"
1022,lepote,lepota_gen_Sg,112,"('#l', 'le', 'ep', 'po', 'ot', 'te', 'e#')","('lepota', 'gen', 'Sg')"
1023,qepoti,lepota_dat_Sg,18,"('#q', 'qe', 'ep', 'po', 'ot', 'ti', 'i#')","('lepota', 'dat', 'Sg')"
1024,lepotu,lepota_acc_Sg,116,"('#l', 'le', 'ep', 'po', 'ot', 'tu', 'u#')","('lepota', 'acc', 'Sg')"
1025,lepotom,lepota_ins_Sg,49,"('#l', 'le', 'ep', 'po', 'ot', 'to', 'om', 'm#')","('lepota', 'ins', 'Sg')"
1026,lepoti,lepota_loc_Sg,24,"('#l', 'le', 'ep', 'po', 'ot', 'ti', 'i#')","('lepota', 'loc', 'Sg')"
1027,lepote,lepota_nom_Pl,19,"('#l', 'le', 'ep', 'po', 'ot', 'te', 'e#')","('lepota', 'nom', 'Pl')"
1028,lepota,lepota_gen_Pl,21,"('#l', 'le', 'ep', 'po', 'ot', 'ta', 'a#')","('lepota', 'gen', 'Pl')"
1029,lepotama,lepota_dat_Pl,3,"('#l', 'le', 'ep', 'po', 'ot', 'ta', 'am', 'ma', 'a#')","('lepota', 'dat', 'Pl')"
